id,member_id,title,content,category,like_count,comment_count,created_at,updated_at,deleted_at
41,39,주말에 뭐 하면 좋을까요?,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",DAILY_TIPS,0,0,2026-02-03T09:06:41.942926Z,2026-02-04T02:41:41.942934Z,
42,45,Best budget food spots around here,"This is something I noticed recently and thought it might be helpful. Please feel free to share your thoughts.

혹시 비슷한 경험 있으신 분들 계시면 댓글로 알려주세요!",EATS,0,0,2026-02-02T08:28:41.942958Z,2026-02-04T16:48:41.942966Z,
43,79,혼자 가기 좋은 카페 추천?,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",EATS,0,0,2026-01-21T03:16:41.942988Z,2026-01-16T14:08:41.942996Z,
44,79,Best budget food spots around here,"This is something I noticed recently and thought it might be helpful. Please feel free to share your thoughts.

혹시 비슷한 경험 있으신 분들 계시면 댓글로 알려주세요!",DAILY_TIPS,0,0,2026-01-15T13:47:41.943018Z,2026-02-02T14:49:41.943028Z,
45,68,혼자 가기 좋은 카페 추천?,"I am still getting used to everything, but overall it has been a great experience.

아직 낯선 부분도 많지만, 천천히 적응해가고 있는 중이에요.",DAILY_TIPS,0,0,2026-01-18T23:09:41.943050Z,2026-01-23T23:18:41.943058Z,
46,44,Looking for people to join this weekend,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",EATS,0,0,2026-01-24T17:29:41.943077Z,2026-01-22T12:56:41.943086Z,
47,40,주말에 뭐 하면 좋을까요?,"This is something I noticed recently and thought it might be helpful. Please feel free to share your thoughts.

혹시 비슷한 경험 있으신 분들 계시면 댓글로 알려주세요!",CAMPUS,0,0,2026-01-22T04:20:41.943110Z,2026-01-29T14:36:41.943118Z,
48,65,Any good places near campus?,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",DAILY_TIPS,0,0,2026-01-23T16:16:41.943140Z,2026-01-15T12:27:41.943149Z,
49,68,혼자 가기 좋은 카페 추천?,"I am still getting used to everything, but overall it has been a great experience.

아직 낯선 부분도 많지만, 천천히 적응해가고 있는 중이에요.",EATS,0,0,2026-01-18T04:40:41.943173Z,2026-02-03T07:53:41.943181Z,
50,43,주말에 뭐 하면 좋을까요?,"I am still getting used to everything, but overall it has been a great experience.

아직 낯선 부분도 많지만, 천천히 적응해가고 있는 중이에요.",DAILY_TIPS,0,0,2026-01-20T22:01:41.943367Z,2026-01-29T21:20:41.943383Z,
51,70,Best budget food spots around here,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",ACTIVITY,0,0,2026-01-28T23:52:41.943406Z,2026-01-17T08:48:41.943415Z,
52,32,수업 들으면서 알게 된 꿀팁,"I am still getting used to everything, but overall it has been a great experience.

아직 낯선 부분도 많지만, 천천히 적응해가고 있는 중이에요.",EATS,0,0,2026-01-31T01:55:41.943440Z,2026-02-05T06:00:41.943448Z,
53,57,한국 생활하면서 제일 놀랐던 점,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",EATS,0,0,2026-01-28T19:18:41.943469Z,2026-02-02T16:09:41.943497Z,
54,56,수업 들으면서 알게 된 꿀팁,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",EATS,0,0,2026-01-28T12:45:41.943524Z,2026-02-04T09:57:41.943532Z,
55,70,Things I learned after one month in Korea,"I am still getting used to everything, but overall it has been a great experience.

아직 낯선 부분도 많지만, 천천히 적응해가고 있는 중이에요.",CAMPUS,0,0,2026-01-26T07:06:41.943556Z,2026-01-22T12:51:41.943565Z,
56,67,Best budget food spots around here,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",ACTIVITY,0,0,2026-01-30T13:47:41.943586Z,2026-01-17T03:03:41.943595Z,
57,42,주말에 뭐 하면 좋을까요?,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",CAMPUS,0,0,2026-02-04T17:54:41.943619Z,2026-01-19T20:09:41.943628Z,
58,55,Any good places near campus?,"This is something I noticed recently and thought it might be helpful. Please feel free to share your thoughts.

혹시 비슷한 경험 있으신 분들 계시면 댓글로 알려주세요!",DAILY_TIPS,0,0,2026-01-15T12:11:41.943650Z,2026-01-28T20:19:41.943659Z,
59,36,수업 들으면서 알게 된 꿀팁,"This is something I noticed recently and thought it might be helpful. Please feel free to share your thoughts.

혹시 비슷한 경험 있으신 분들 계시면 댓글로 알려주세요!",ACTIVITY,0,0,2026-01-17T09:28:41.943681Z,2026-01-19T11:29:41.943689Z,
60,44,수업 들으면서 알게 된 꿀팁,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",ACTIVITY,0,0,2026-01-23T03:17:41.943710Z,2026-02-01T15:50:41.943719Z,
61,60,주말에 뭐 하면 좋을까요?,"This is something I noticed recently and thought it might be helpful. Please feel free to share your thoughts.

혹시 비슷한 경험 있으신 분들 계시면 댓글로 알려주세요!",CAMPUS,0,0,2026-01-18T06:58:41.943742Z,2026-01-25T14:45:41.943751Z,
62,70,Best budget food spots around here,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",DAILY_TIPS,0,0,2026-01-17T18:36:41.943772Z,2026-01-22T02:54:41.943780Z,
63,52,주말에 뭐 하면 좋을까요?,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",QNA,0,0,2026-01-19T11:27:41.943804Z,2026-01-17T10:18:41.943812Z,
64,55,한국 생활하면서 제일 놀랐던 점,"I am still getting used to everything, but overall it has been a great experience.

아직 낯선 부분도 많지만, 천천히 적응해가고 있는 중이에요.",EATS,0,0,2026-01-30T05:39:41.943835Z,2026-01-27T14:23:41.943843Z,
65,68,주말에 뭐 하면 좋을까요?,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",QNA,0,0,2026-01-17T02:00:41.943863Z,2026-02-03T07:54:41.943871Z,
66,52,혼자 가기 좋은 카페 추천?,"This is something I noticed recently and thought it might be helpful. Please feel free to share your thoughts.

혹시 비슷한 경험 있으신 분들 계시면 댓글로 알려주세요!",EATS,0,0,2026-01-22T04:09:41.943894Z,2026-01-17T19:57:41.943903Z,
67,42,수업 들으면서 알게 된 꿀팁,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",QNA,0,0,2026-01-18T03:39:41.943923Z,2026-01-25T14:56:41.943931Z,
68,76,주말에 뭐 하면 좋을까요?,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",DAILY_TIPS,0,0,2026-02-02T12:15:41.943953Z,2026-01-19T02:22:41.943961Z,
69,79,수업 들으면서 알게 된 꿀팁,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",CAMPUS,0,0,2026-01-31T22:39:41.943984Z,2026-02-02T14:26:41.943992Z,
70,78,주말에 뭐 하면 좋을까요?,"This is something I noticed recently and thought it might be helpful. Please feel free to share your thoughts.

혹시 비슷한 경험 있으신 분들 계시면 댓글로 알려주세요!",DAILY_TIPS,0,0,2026-01-23T06:16:41.944015Z,2026-01-16T05:47:41.944023Z,
71,79,Things I learned after one month in Korea,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",CAMPUS,0,0,2026-01-27T18:19:41.944045Z,2026-01-27T19:17:41.944053Z,
72,32,Looking for people to join this weekend,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",ACTIVITY,0,0,2026-02-03T20:39:41.944077Z,2026-01-26T18:36:41.944085Z,
73,64,수업 들으면서 알게 된 꿀팁,"I am still getting used to everything, but overall it has been a great experience.

아직 낯선 부분도 많지만, 천천히 적응해가고 있는 중이에요.",DAILY_TIPS,0,0,2026-01-28T13:11:41.944171Z,2026-01-19T10:59:41.944183Z,
74,49,Looking for people to join this weekend,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",CAMPUS,0,0,2026-01-15T14:30:41.944204Z,2026-01-21T04:22:41.944212Z,
75,46,Things I learned after one month in Korea,"I am still getting used to everything, but overall it has been a great experience.

아직 낯선 부분도 많지만, 천천히 적응해가고 있는 중이에요.",QNA,0,0,2026-01-20T19:01:41.944236Z,2026-01-30T09:09:41.944245Z,
76,47,혼자 가기 좋은 카페 추천?,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",EATS,0,0,2026-02-03T15:05:41.944265Z,2026-02-03T09:16:41.944274Z,
77,55,혼자 가기 좋은 카페 추천?,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",CAMPUS,0,0,2026-01-29T04:46:41.944296Z,2026-01-28T19:00:41.944305Z,
78,31,Looking for people to join this weekend,"I have been staying in Korea for a while and wanted to share my experience. It has been really interesting to see how daily life works here.

요즘 한국 생활에 조금 익숙해졌는데, 생각보다 재밌는 점이 많아요. 다른 분들은 어떤 경험을 하고 계신지 궁금합니다.",DAILY_TIPS,0,0,2026-01-26T22:59:41.944328Z,2026-01-25T05:40:41.944336Z,
79,51,혼자 가기 좋은 카페 추천?,"This is something I noticed recently and thought it might be helpful. Please feel free to share your thoughts.

혹시 비슷한 경험 있으신 분들 계시면 댓글로 알려주세요!",ACTIVITY,0,0,2026-01-16T13:05:41.944360Z,2026-01-23T09:30:41.944368Z,
80,59,Best budget food spots around here,"I am still getting used to everything, but overall it has been a great experience.

아직 낯선 부분도 많지만, 천천히 적응해가고 있는 중이에요.",QNA,0,0,2026-01-24T04:53:41.944390Z,2026-01-16T13:34:41.944399Z,
